"# Regresion (M2, modelo efimon). Generado 2026-07-11 22:58:24. NNLS CON INTERCEPTO ajustado (P_idle = P_static de la regresion; barrido de intensidad d100/d60/d30). n=45 corridas, R2=0.9818, RMSE=1.77 mW, cond=7.8"
parametro,coef,unidad
P_idle,1.147714,W
T_idle,39.24,C
alu,2.001059e-09,J/instr
mul,1.129996e-09,J/instr
mulh,1.056224e-08,J/instr
div,4.086875e-10,J/ciclo
mem,2.515968e-09,J/instr
ctrl,9.967952e-09,J/instr
float,3.592550e-09,J/instr
