"# Regresion (M2, modelo efimon). Generado 2026-07-11 23:40:51. NNLS CON INTERCEPTO ajustado (P_idle = P_static de la regresion; barrido de intensidad d100/d60/d30). n=45 corridas, R2=0.9821, RMSE=1.76 mW, cond=7.8"
parametro,coef,unidad
P_idle,1.147500,W
T_idle,39.73,C
alu,2.078302e-09,J/instr
mul,1.453991e-09,J/instr
mulh,8.912325e-09,J/instr
div,4.211793e-10,J/ciclo
mem,2.461715e-09,J/instr
ctrl,9.721288e-09,J/instr
float,3.564319e-09,J/instr
