fecha,programa,P_med_W,T_s,temp_C,n_alu,n_mul,n_mulh,n_div,c_div,n_mem,n_ctrl,n_float,mcycle
2026-07-12 01:24:32,sort_d30,1.153222,20.030835,39.12,17860014,376800,0,0,0,10345985,5481259,0,60092504
2026-07-13 19:09:26,idle,1.143045,0.000329,38.87,745,0,0,0,0,471,66,0,3288
2026-07-13 19:10:47,memcpy,1.161822,64.410002,38.87,307650018,0,0,0,0,153900004,9600001,0,644100022
2026-07-13 19:11:24,memcpy_d60,1.155198,17.911404,39.00,57325674,0,0,0,0,28676795,1788819,0,107468424
2026-07-13 19:12:03,memcpy_d30,1.148853,19.995951,38.87,28652684,0,0,0,0,14333315,894099,0,59987854
2026-07-13 19:14:22,fsm,1.168353,119.295568,38.87,535802078,512,0,0,0,77100534,228450512,0,1192955681
2026-07-13 19:14:59,fsm_d60,1.158570,20.001942,39.00,53901704,0,0,0,0,7756525,22982099,0,120011654
2026-07-13 19:15:36,fsm_d30,1.151320,19.988835,38.75,26933104,0,0,0,0,3875825,11483449,0,59966504
2026-07-13 19:16:42,crc,1.166802,49.184002,38.75,292160021,0,0,0,0,10320006,46040001,0,491840025
2026-07-13 19:17:20,crc_d60,1.156895,19.996732,38.63,71287284,0,0,0,0,2518195,11233779,0,119980394
2026-07-13 19:17:58,crc_d30,1.150476,19.996851,38.63,35643764,0,0,0,0,1259155,5616899,0,59990554
2026-07-13 19:18:32,matmul,1.161342,17.842204,38.75,65586025,21600000,0,0,0,23352012,11442001,0,178422037
2026-07-13 19:19:11,matmul_d60,1.153946,19.837211,38.50,44161524,14544000,0,0,0,15723855,7704299,0,119023264
2026-07-13 19:19:48,matmul_d30,1.148269,19.837348,38.26,22080904,7272000,0,0,0,7862015,3852159,0,59512044
2026-07-13 19:20:23,mulhash64,1.161505,17.024004,38.87,67520032,30720000,10240000,0,0,320012,5120001,0,170240042
2026-07-13 19:21:13,mulhash64_d60,1.154182,19.999801,38.50,47593524,21653760,7217920,0,0,225735,3608979,0,119998804
2026-07-13 19:21:50,mulhash64_d30,1.148404,20.003495,38.63,23801164,10828800,3609600,0,0,112975,1804819,0,60010484
2026-07-13 19:22:15,mulhscale,1.164771,8.952003,38.87,32040023,0,3840000,0,0,7920006,7560001,0,89520028
2026-07-13 19:22:53,mulhscale_d60,1.155901,20.000386,38.63,42949904,0,5147520,0,0,10616875,10134199,0,120002314
2026-07-13 19:23:29,mulhscale_d30,1.149615,20.000511,38.63,21475094,0,2573760,0,0,5308495,5067109,0,60001534
2026-07-13 19:24:04,mulhchain,1.156367,14.950003,38.63,50600023,0,18400000,0,0,8,2300001,0,149500031
2026-07-13 19:24:42,mulhchain_d60,1.150957,20.000087,38.63,40615574,0,14769200,0,0,135,1846169,0,120000524
2026-07-13 19:25:18,mulhchain_d30,1.147071,20.308015,38.63,20308034,0,7384640,0,0,135,923099,0,60924044
2026-07-13 19:25:58,dotprod,1.164123,23.940008,38.38,94080033,3960000,3840000,0,0,30960014,11280001,23040000,239400079
2026-07-13 19:26:36,dotprod_d60,1.155634,20.000084,38.75,47157974,1984950,1924800,0,0,15518895,5654119,11548800,120000504
2026-07-13 19:27:15,dotprod_d30,1.149245,20.003618,38.63,23583094,992640,962560,0,0,7760835,2827539,5775360,60010854
2026-07-13 19:28:30,gcd,1.151335,51.734037,38.75,40070431,1200000,0,16330203,394828717,60006,26660407,0,517340370
2026-07-13 19:29:05,gcd_d60,1.148137,18.552534,38.87,8615474,278400,0,3448030,85616370,14035,5504079,0,111315204
2026-07-13 19:29:42,gcd_d30,1.145493,18.734661,38.87,4342184,139200,0,1741170,43216960,7075,2786359,0,56203984
2026-07-13 19:30:31,modpow,1.151240,32.806002,38.50,28695035,13927509,0,12007509,252144990,120006,9134995,0,328060022
2026-07-13 19:31:09,modpow_d60,1.148093,19.962704,38.63,10498934,5095820,0,4393420,91999760,44015,3342359,0,119776224
2026-07-13 19:31:46,modpow_d30,1.145487,19.618441,38.87,5247254,2546640,0,2195600,45861560,22055,1670989,0,58855324
2026-07-13 19:32:31,trialdiv,1.149643,26.367769,38.75,11962350,0,0,7600000,221920000,80006,7438835,0,263677691
2026-07-13 19:33:08,trialdiv_d60,1.146836,19.434521,38.63,5443964,0,0,3458000,100973600,36515,3384249,0,116607124
2026-07-13 19:33:46,trialdiv_d30,1.144866,19.434548,38.87,2722624,0,0,1729000,50486800,18315,1691869,0,58303644
2026-07-13 19:34:27,radix,1.150924,21.033002,38.50,15450020,0,0,5340000,168600000,5640006,5100001,0,210330025
2026-07-13 19:35:03,radix_d60,1.147683,20.004839,38.63,8817044,0,0,3047360,96214400,3218675,2910419,0,120029034
2026-07-13 19:35:41,radix_d30,1.145320,20.004958,38.75,4408644,0,0,1523680,48107200,1609395,1455219,0,60014874
2026-07-13 19:36:49,fpoly,1.164888,37.280003,38.75,117200020,0,0,0,0,26000008,25400001,89600000,372800029
2026-07-13 19:37:27,fpoly_d60,1.156537,18.638136,38.75,37726924,0,0,0,0,8369535,8176279,28842240,111828814
2026-07-13 19:38:04,fpoly_d30,1.149734,18.638261,38.63,18863584,0,0,0,0,4184835,4088149,14421120,55914784
2026-07-13 19:39:10,vecscale,1.165764,46.320003,38.75,137400020,0,0,0,0,39000008,38100001,76800000,463200029
2026-07-13 19:39:47,vecscale_d60,1.156930,18.354999,39.00,35596004,0,0,0,0,10103735,9870459,19896320,110129994
2026-07-13 19:40:23,vecscale_d30,1.150060,18.355125,38.75,17798124,0,0,0,0,5051935,4935239,9948160,55065374
2026-07-13 19:43:19,histogram,1.162555,155.020003,38.87,578800026,51200000,0,0,0,243800006,127400001,0,1550200031
2026-07-13 19:43:58,histogram_d60,1.154990,19.997709,38.75,44799424,3962880,0,0,0,18870235,9860779,0,119986254
2026-07-13 19:44:36,histogram_d30,1.148775,19.997838,39.00,22399864,1981440,0,0,0,9435175,4930399,0,59993514
2026-07-13 19:45:07,sort,1.164686,15.293692,38.75,45454584,960000,0,0,0,26328596,13951290,0,152936922
2026-07-13 19:45:44,sort_d60,1.155826,20.021781,38.87,35700114,753120,0,0,0,20682265,10958679,0,120130684
2026-07-13 19:46:20,sort_d30,1.149377,20.030835,38.75,17860014,376800,0,0,0,10345985,5481259,0,60092504
