fecha,P_idle_W,e_ctrl_nJ,e_mulh_nJ,ctrl_rolled_P,ctrl_rolled_T,ctrl_unrolled_P,ctrl_unrolled_T,mulh_con_P,mulh_con_T,mulh_sin_P,mulh_sin_T
2026-07-11 18:57:59,1.146466,7.5752,6.4960,1.172620,20.160000,1.173162,12.600000,1.162222,20.010000,1.168364,6.210000
