fecha,metodo,programa,T_s,P_med_W,P_pred_W,err_pct,temp_C,n_alu,n_mul,n_mulh,n_div,c_div,n_mem,n_ctrl,n_float,mcycle
2026-07-12 21:53:01,bucles,bitcount,93.699,1.169076,1.165782,-0.2818,38.87,517150016,0,0,0,0,5120004,133120001,0,936990023
2026-07-12 21:53:28,bucles,bsearch,12.111,1.164262,1.163278,-0.0845,38.87,60622612,0,0,0,0,6694406,11625412,0,121113466
2026-07-12 21:58:51,bucles,conv,306.634,1.161515,1.162860,0.1158,39.12,1473186020,174592000,0,0,0,360096004,174592001,0,3066338027
2026-07-12 21:59:54,bucles,divsum,49.510,1.150094,1.150451,0.0311,39.12,12096019,0,0,15960000,467040000,4,3990001,0,495096022
2026-07-12 22:00:22,bucles,fixmul,11.745,1.159945,1.159233,-0.0613,39.12,29250017,14400000,14400000,0,0,4,450001,0,117450020
2026-07-12 22:00:41,bucles,floyd,4.795,1.160787,1.164087,0.2843,39.24,26650815,0,0,0,0,4915204,3276801,0,47950022
2026-07-12 22:01:07,bucles,fpalu,11.794,1.165557,1.162941,-0.2245,39.12,46260018,0,0,0,0,20480004,5120001,10240000,117940025
2026-07-12 22:01:36,bucles,fpctrl,15.378,1.163430,1.163340,-0.0077,39.24,69299770,0,0,0,0,15360004,12800594,5120000,153781209
2026-07-12 22:02:01,bucles,fpgain,12.306,1.165092,1.159583,-0.4728,39.00,20660014,0,0,0,0,25600004,5120001,15360000,123060021
2026-07-12 22:02:28,bucles,fpmem,12.315,1.162002,1.162096,0.0081,39.12,30990014,0,0,0,0,23040004,7680001,15360000,123150021
2026-07-12 22:02:55,bucles,logistic,13.330,1.162750,1.163303,0.0475,38.87,59060956,0,0,0,0,15360004,10240001,5120000,133300023
2026-07-12 22:03:42,bucles,md5,32.088,1.164123,1.164581,0.0394,39.12,203880020,0,0,0,0,16320004,21120001,0,320880028
2026-07-12 22:04:58,bucles,mixed,61.600,1.160375,1.158717,-0.1429,39.24,104000013,51200000,0,0,0,102400004,51200001,0,616000016
2026-07-12 22:05:57,bucles,primes,5.451,1.153501,1.152831,-0.0581,38.87,5081833,1411260,0,1385460,42880200,4,1591141,0,54506480
2026-07-12 22:06:16,bucles,sha256,5.292,1.165516,1.165925,0.0351,39.24,41790020,0,0,0,0,3360004,1120001,0,52920028
2026-07-12 22:06:56,bucles,wmul,24.930,1.157258,1.157279,0.0018,39.24,29700017,0,43200000,0,0,4,900001,0,249300020
2026-07-12 22:07:21,bucles,ycbcr,10.258,1.162754,1.159939,-0.2421,39.24,20660014,0,0,0,0,20480004,5120001,10240000,102580021
