fecha,metodo,programa,T_s,P_med_W,P_pred_W,err_pct,temp_C,n_alu,n_mul,n_mulh,n_div,c_div,n_mem,n_ctrl,n_float,mcycle
2026-07-17 20:58:43,regresion,bitcount,93.699,1.162516,1.164068,0.1335,36.90,517150016,0,0,0,0,5120004,133120001,0,936990023
2026-07-17 20:59:10,regresion,bsearch,12.111,1.158222,1.159999,0.1535,36.78,60622612,0,0,0,0,6694406,11625412,0,121113466
2026-07-17 21:04:32,regresion,conv,306.634,1.156901,1.158195,0.1119,37.89,1473186020,174592000,0,0,0,360096004,174592001,0,3066338027
2026-07-17 21:05:36,regresion,divsum,49.510,1.146705,1.144224,-0.2163,37.89,12096019,0,0,15960000,467040000,4,3990001,0,495096022
2026-07-17 21:06:05,regresion,fixmul,11.745,1.156959,1.158703,0.1507,38.01,29250017,14400000,14400000,0,0,4,450001,0,117450020
2026-07-17 21:06:25,regresion,floyd,4.795,1.158031,1.159862,0.1581,38.01,26650815,0,0,0,0,4915204,3276801,0,47950022
2026-07-17 21:06:52,regresion,fpalu,11.794,1.162701,1.158836,-0.3324,38.01,46260018,0,0,0,0,20480004,5120001,10240000,117940025
2026-07-17 21:07:22,regresion,fpctrl,15.378,1.160763,1.160035,-0.0627,38.14,69299770,0,0,0,0,15360004,12800594,5120000,153781209
2026-07-17 21:07:49,regresion,fpgain,12.306,1.162286,1.156014,-0.5396,38.14,20660014,0,0,0,0,25600004,5120001,15360000,123060021
2026-07-17 21:08:15,regresion,fpmem,12.315,1.159424,1.159189,-0.0203,38.26,30990014,0,0,0,0,23040004,7680001,15360000,123150021
2026-07-17 21:08:43,regresion,logistic,13.330,1.160316,1.159851,-0.0401,38.26,59060956,0,0,0,0,15360004,10240001,5120000,133300023
2026-07-17 21:09:31,regresion,md5,32.088,1.161944,1.160016,-0.1660,38.26,203880020,0,0,0,0,16320004,21120001,0,320880028
2026-07-17 21:10:47,regresion,mixed,61.600,1.158400,1.155430,-0.2564,38.38,104000013,51200000,0,0,0,102400004,51200001,0,616000016
2026-07-17 21:11:08,regresion,primes,5.451,1.150234,1.147271,-0.2576,38.14,5081833,1411260,0,1385460,42880200,4,1591141,0,54506480
2026-07-17 21:11:28,regresion,sha256,5.292,1.162521,1.159557,-0.2549,38.14,41790020,0,0,0,0,3360004,1120001,0,52920028
2026-07-17 21:12:08,regresion,wmul,24.930,1.154415,1.159785,0.4652,38.38,29700017,0,43200000,0,0,4,900001,0,249300020
2026-07-17 21:12:32,regresion,ycbcr,10.258,1.160224,1.156433,-0.3268,38.38,20660014,0,0,0,0,20480004,5120001,10240000,102580021
