fecha,metodo,programa,T_s,P_med_W,P_pred_W,err_pct,temp_C,n_alu,n_mul,n_mulh,n_div,c_div,n_mem,n_ctrl,n_float,mcycle
2026-07-18 11:40:28,regresion,aqsort,3.893,1.164034,1.167274,0.2783,39.12,14079017,0,0,0,0,4698011,4872005,0,38925035
2026-07-18 11:41:24,regresion,dijkstra,41.740,1.164409,1.163386,-0.0878,39.12,113061534,8550000,0,0,0,101097925,28291639,0,417402745
2026-07-18 11:42:00,regresion,gray,22.959,1.166010,1.167096,0.0931,39.12,65628137,17024,0,0,0,16425032,8193024,73728000,229586290
2026-07-18 11:42:20,regresion,huffbench,3.403,1.163790,1.166982,0.2743,39.00,5199037,450000,0,301044,7084452,3727193,5542677,0,34032299
2026-07-18 11:42:40,regresion,jfdctint,4.806,1.165573,1.162789,-0.2389,39.12,24750264,5760064,0,64,1216,8280205,570085,0,48062110
2026-07-18 11:43:08,regresion,levenshtein,11.650,1.165007,1.168362,0.2880,39.00,52022017,5114000,0,0,0,15710011,12574005,0,116502036
2026-07-18 11:43:50,regresion,mont64,26.664,1.165822,1.167824,0.1717,39.00,192600029,1040000,880000,0,0,3200023,19440005,0,266640066
2026-07-18 11:44:27,regresion,nettleaes,21.277,1.165345,1.164928,-0.0358,39.12,129190307,6000,0,312000,9672000,40288035,4440772,0,212768930
2026-07-18 11:44:42,regresion,ns,0.009,1.166832,1.180323,1.1562,39.12,20017,0,0,0,0,11,30005,0,90035
2026-07-18 11:45:18,regresion,ud,12.999,1.162296,1.164826,0.2177,39.12,49710017,4410000,0,630000,19680000,14760011,11010005,0,129990035
