fecha,metodo,programa,T_s,P_med_W,P_pred_W,err_pct,temp_C,n_alu,n_mul,n_mulh,n_div,c_div,n_mem,n_ctrl,n_float,mcycle
2026-07-18 12:34:40,bucles,aqsort,23.355,1.167016,1.164972,-0.1751,39.61,84474017,0,0,0,0,28188011,29232005,0,233550035
2026-07-18 12:35:20,bucles,dijkstra,23.375,1.167917,1.162844,-0.4344,39.98,63315574,4788000,0,0,0,56615245,15843599,0,233748065
2026-07-18 12:35:58,bucles,gray,22.959,1.168657,1.165756,-0.2482,39.61,65628137,17024,0,0,0,16425032,8193024,73728000,229586290
2026-07-18 12:36:31,bucles,huffbench,19.028,1.166123,1.162845,-0.2811,39.73,26791651,2700000,0,1802544,42383952,20176193,31181370,0,190278185
2026-07-18 12:37:09,bucles,jfdctint,23.790,1.169088,1.165214,-0.3314,39.49,123750264,28800064,0,64,1216,41400205,2850085,0,237902187
2026-07-18 12:37:42,bucles,levenshtein,22.750,1.169069,1.167297,-0.1516,39.61,104044018,10228000,0,0,0,31420011,25148005,0,227496036
2026-07-18 12:38:22,bucles,mont64,26.664,1.169311,1.168037,-0.1090,39.49,192600029,1040000,880000,0,0,3200023,19440005,0,266640066
2026-07-18 12:38:57,bucles,nettleaes,21.277,1.168582,1.166595,-0.1701,39.49,129190307,6000,0,312000,9672000,40288035,4440772,0,212768930
2026-07-18 12:39:26,bucles,ns,16.116,1.165150,1.164418,-0.0629,39.73,51960017,600000,0,0,0,12540011,23880005,0,161160035
2026-07-18 12:40:05,bucles,ud,23.766,1.164925,1.164199,-0.0623,39.98,91135017,8085000,0,1155000,36080000,27060011,20185005,0,237655035
